"YGR242W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR243W"	"MPC3"	"FMP43"	"mitochondrial"	"pyruvate"	"carrier"	""	""	""	""	""	""	""	""	""	""	""
"YGR244C"	"LSC2"	"succinate--CoA"	"ligase"	"(GDP-forming)"	"subunit"	"beta"	""	""	""	""	""	""	""	""	""	""
"YGR245C"	"SDA1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR246C"	"BRF1"	"PCF4"	"TDS4"	"TFIIIB70"	"transcription"	"factor"	"TFIIIB"	"subunit"	"BRF1"	""	""	""	""	""	""	""
"YGR247W"	"CPD1"	"2',3'-cyclic-nucleotide"	"3'-phosphodiesterase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR248W"	"SOL4"	"6-phosphogluconolactonase"	"SOL4"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR249W"	"MGA1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR250C"	"RIE1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR251W"	"NOP19"	"DHI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR252W"	"GCN5"	"AAS104"	"ADA4"	"histone"	"acetyltransferase"	"GCN5"	"KAT2"	"SWI9"	""	""	""	""	""	""	""	""
"YGR253C"	"PUP2"	"DOA5"	"proteasome"	"core"	"particle"	"subunit"	"alpha"	"5"	""	""	""	""	""	""	""	""
"YGR254W"	"ENO1"	"HSP48"	"phosphopyruvate"	"hydratase"	"ENO1"	""	""	""	""	""	""	""	""	""	""	""
"YGR255C"	"COQ6"	"putative"	"N,N-dimethylaniline"	"monooxygenase"	"COQ6"	""	""	""	""	""	""	""	""	""	""	""
"YGR256W"	"GND2"	"phosphogluconate"	"dehydrogenase"	"(decarboxylating)"	"GND2"	""	""	""	""	""	""	""	""	""	""	""
"YGR257C"	"MTM1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR258C"	"RAD2"	"ssDNA"	"endodeoxyribonuclease"	"RAD2"	""	""	""	""	""	""	""	""	""	""	""	""
"YGR259C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR260W"	"TNA1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR261C"	"APL6"	"YKS5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR262C"	"BUD32"	"LDB14"	"serine/threonine"	"protein"	"kinase"	"BUD32"	""	""	""	""	""	""	""	""	""	""
"YGR263C"	"SAY1"	"steryl"	"deacetylase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR264C"	"MES1"	"MESI"	"methionine--tRNA"	"ligase"	"MES1"	"MetRS"	""	""	""	""	""	""	""	""	""	""
"YGR265W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR266W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR267C"	"FOL2"	"GTP"	"cyclohydrolase"	"I"	""	""	""	""	""	""	""	""	""	""	""	""
"YGR268C"	"HUA1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR269W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR270C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR270W"	"YTA7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR271C-A"	"EFG1"	"YGR272C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR271W"	"SLH1"	"putative"	"RNA"	"helicase"	"RQT2"	""	""	""	""	""	""	""	""	""	""	""
"YGR273C"	""	"IBI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR274C"	"TAF1"	"KAT4"	"TAF130"	"TAF145"	"TafII130"	"TafII145"	""	""	""	""	""	""	""	""	""	""
"YGR275W"	"RTT102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR276C"	"RNH70"	"REX1"	"RNA82"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR277C"	"CAB4"	"putative"	"pantetheine-phosphate"	"adenylyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""
"YGR278W"	"CWC22"	"U2-type"	"spliceosomal"	"complex"	"subunit"	"CWC22"	""	""	""	""	""	""	""	""	""	""
"YGR279C"	"SCW4"	"putative"	"family"	"17"	"glucosidase"	""	""	""	""	""	""	""	""	""	""	""
"YGR280C"	"PXR1"	"GNO1"	"PinX1"	"telomerase"	"inhibitor"	""	""	""	""	""	""	""	""	""	""	""
"YGR281W"	"YOR1"	"ATP-binding"	"cassette"	"transporter"	"YOR1"	"YRS1"	""	""	""	""	""	""	""	""	""	""
"YGR282C"	"BGL2"	"glucan"	"1,3-beta-glucosidase"	"SCW9"	""	""	""	""	""	""	""	""	""	""	""	""
"YGR283C"	""	"putative"	"methyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR284C"	"ERV29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR285C"	"ZUO1"	"zuotin"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR286C"	"BIO2"	"biotin"	"synthase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR287C"	"IMA1"	"oligo-1,6-glucosidase"	"IMA1"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR288W"	"MAL13"	"MALR"	"transcription"	"factor"	"MAL13"	""	""	""	""	""	""	""	""	""	""	""
"YGR289C"	"MAL11"	"AGT1"	"alpha-glucoside"	"permease"	"MALT"	""	""	""	""	""	""	""	""	""	""	""
"YGR290W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR291C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR292W"	"MAL12"	"alpha-glucosidase"	"MAL12"	"MALS"	""	""	""	""	""	""	""	""	""	""	""	""
"YGR293C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR294W"	"PAU12"	"seripauperin"	"PAU12"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR295C"	"COS6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR296C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR296C-B"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YGR296W"	"YRF1-3"	"Y'"	"element"	"ATP-dependent"	"helicase"	"protein"	"1"	"copy"	"3"	"YRF1"	""	""	""	""	""	""
"YHL001W"	"RPL14B"	"eL14"	"L14B"	"L14e"	"ribosomal"	"60S"	"subunit"	"protein"	"L14B"	""	""	""	""	""	""	""
"YHL002C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL002W"	"HSE1"	"ESCRT-0"	"subunit"	"protein"	"HSE1"	""	""	""	""	""	""	""	""	""	""	""
"YHL003C"	"LAG1"	"sphingosine"	"N-acyltransferase"	"LAG1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHL004W"	"MRP4"	"mitochondrial"	"37S"	"ribosomal"	"protein"	"MRP4"	"uS2m"	""	""	""	""	""	""	""	""	""
"YHL005C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL006C"	"SHU1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL006W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL007C"	"STE20"	"mitogen-activated"	"protein"	"kinase"	"kinase"	"kinase"	"kinase"	"STE20"	""	""	""	""	""	""	""	""
"YHL008C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL009C"	"YAP3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL010C"	"ETP1"	"BRP2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL011C"	"PRS3"	"ribose"	"phosphate"	"diphosphokinase"	"subunit"	"PRS3"	""	""	""	""	""	""	""	""	""	""
"YHL012W"	""	"UTP--glucose-1-phosphate"	"uridylyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL013C"	"OTU2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL014C"	"YLF2"	"YLF1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL015W"	"RPS20"	"ribosomal"	"40S"	"subunit"	"protein"	"S20"	"S10"	"URP2"	"uS10"	""	""	""	""	""	""	""
"YHL015W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL016C"	"DUR3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL017W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL018W"	"MCO14"	"4a-hydroxytetrahydrobiopterin"	"dehydratase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL019C"	"APM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL019W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL020C"	"OPI1"	"transcriptional"	"regulator"	"OPI1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHL021C"	"AIM17"	"FMP12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL022C"	"SPO11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL023C"	"NPR3"	"RMD11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL024W"	"RIM4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL025W"	"SNF6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL026C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL027W"	"RIM101"	"alkaline-responsive"	"transcriptional"	"regulator"	"RIM101"	"RIM1"	""	""	""	""	""	""	""	""	""	""
"YHL028W"	"WSC4"	"YFW1"	"YHC8"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL029C"	"OCA5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL030W"	"ECM29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL030W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL031C"	"GOS1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL032C"	"GUT1"	"glycerol"	"kinase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL033C"	"RPL8A"	"eL8"	"L4A"	"L8A"	"L8e"	"MAK7"	"ribosomal"	"60S"	"subunit"	"protein"	"L8A"	"rp6"	"YL5"	""	""	""
"YHL034C"	"SBP1"	"SSB1"	"SSBR1"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL034W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL035C"	"VMR1"	"putative"	"ATP-binding"	"cassette"	"multidrug"	"transporter"	"VMR1"	""	""	""	""	""	""	""	""	""
"YHL036W"	"MUP3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL037C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL038C"	"CBP2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL039W"	"EFM1"	"protein-lysine"	"N-methyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL040C"	"ARN1"	"siderophore"	"transporter"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL041W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL042W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL043W"	"ECM34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL044W"	""	"DUP240"	"family"	"protein"	""	""	""	""	""	""	""	""	""	""	""	""
"YHL045W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL046C"	"PAU13"	"seripauperin"	"PAU13"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL046W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL047C"	"ARN2"	"siderophore"	"transporter"	"TAF1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHL048C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL048W"	"COS8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL049C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL050C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHL050W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR001W"	"OSH7"	"oxysterol-binding"	"protein"	"related"	"protein"	"OSH7"	""	""	""	""	""	""	""	""	""	""
"YHR001W-A"	"QCR10"	"ubiquinol--cytochrome-c"	"reductase"	"subunit"	"10"	""	""	""	""	""	""	""	""	""	""	""
"YHR002W"	"LEU5"	"coenzyme"	"A"	"transporter"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR003C"	"TCD1"	"tRNA"	"threonylcarbamoyladenosine"	"dehydratase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR004C"	"NEM1"	"Nem1-Spo7"	"phosphatase"	"catalytic"	"subunit"	"NEM1"	""	""	""	""	""	""	""	""	""	""
"YHR005C"	"GPA1"	"CDC70"	"DAC1"	"guanine"	"nucleotide-binding"	"protein"	"subunit"	"alpha"	"SCG1"	""	""	""	""	""	""	""
"YHR005C-A"	"TIM10"	"MRS11"	"protein"	"transporter"	"TIM10"	""	""	""	""	""	""	""	""	""	""	""
"YHR006W"	"STP2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR007C"	"ERG11"	"CYP51"	"sterol"	"14-demethylase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR007C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR008C"	"SOD2"	"superoxide"	"dismutase"	"SOD2"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR009C"	"TDA3"	"BTN3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR010W"	"RPL27A"	"eL27"	"L27A"	"L27e"	"ribosomal"	"60S"	"subunit"	"protein"	"L27A"	"RPL27"	""	""	""	""	""	""
"YHR011W"	"DIA4"	"putative"	"serine--tRNA"	"ligase"	"DIA4"	""	""	""	""	""	""	""	""	""	""	""
"YHR012W"	"VPS29"	"PEP11"	"retromer"	"subunit"	"VPS29"	"VPT6"	""	""	""	""	""	""	""	""	""	""
"YHR013C"	"ARD1"	"NAA10"	"peptide"	"alpha-N-acetyltransferase"	"complex"	"A"	"subunit"	"ARD1"	""	""	""	""	""	""	""	""
"YHR014W"	"SPO13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR015W"	"MIP6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR016C"	"YSC84"	"LSB4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR017W"	"YSC83"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR018C"	"ARG4"	"argininosuccinate"	"lyase"	"ARG4"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR019C"	"DED81"	"asparagine--tRNA"	"ligase"	"DED81"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR020W"	""	"proline--tRNA"	"ligase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR021C"	"RPS27B"	"eS27"	"ribosomal"	"40S"	"subunit"	"protein"	"S27B"	"rp61"	"S27B"	"S27e"	"YS20"	""	""	""	""	""
"YHR021W-A"	"ECM12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR022C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR022C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR023W"	"MYO1"	"myosin"	"1"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR024C"	"MAS2"	"MIF2"	"mitochondrial-processing"	"protease"	"subunit"	"alpha"	""	""	""	""	""	""	""	""	""	""
"YHR025W"	"THR1"	"homoserine"	"kinase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR026W"	"VMA16"	"H(+)-transporting"	"V0"	"sector"	"ATPase"	"subunit"	"c''"	"PPA1"	""	""	""	""	""	""	""	""
"YHR027C"	"RPN1"	"HRD2"	"NAS1"	"proteasome"	"regulatory"	"particle"	"base"	"subunit"	"RPN1"	""	""	""	""	""	""	""
"YHR028C"	"DAP2"	"DPP2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR028W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR029C"	"YHI9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR030C"	"SLT2"	"BYC2"	"LYT2"	"mitogen-activated"	"serine/threonine-protein"	"kinase"	"SLT2"	"MPK1"	"SLK2"	""	""	""	""	""	""	""
"YHR031C"	"RRM3"	"RTT104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR032C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR032W"	"ERC1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR032W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR033W"	""	"putative"	"glutamate"	"5-kinase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR034C"	"PIH1"	"NOP17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR035W"	"NEL1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR036W"	"BRL1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR037W"	"PUT2"	"1-pyrroline-5-carboxylate"	"dehydrogenase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR038W"	"RRF1"	"FIL1"	"KIM4"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR039C"	"MSC7"	"meiotic"	"recombination"	"directing"	"protein"	""	""	""	""	""	""	""	""	""	""	""
"YHR039C-A"	"VMA10"	"H(+)-transporting"	"V1"	"sector"	"ATPase"	"subunit"	"G"	"YHR039BC"	"YHR039C-B"	""	""	""	""	""	""	""
"YHR040W"	"BCD1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR041C"	"SRB2"	"HRS2"	"MED20"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR042W"	"NCP1"	"CPR1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR043C"	"DOG2"	"2-deoxyglucose-6-phosphatase"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR044C"	"DOG1"	"2-deoxyglucose-6-phosphatase"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR045W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR046C"	"INM1"	"inositol"	"monophosphate"	"1-phosphatase"	"INM1"	""	""	""	""	""	""	""	""	""	""	""
"YHR047C"	"AAP1"	"AAP1'"	"arginine/alanine"	"aminopeptidase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR048W"	"YHK8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR049C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR049W"	"FSH1"	"putative"	"serine"	"hydrolase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR050W"	"SMF2"	"divalent"	"metal"	"ion"	"transporter"	"SMF2"	""	""	""	""	""	""	""	""	""	""
"YHR050W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR051W"	"COX6"	"cytochrome"	"c"	"oxidase"	"subunit"	"VI"	""	""	""	""	""	""	""	""	""	""
"YHR052W"	"CIC1"	"NSA3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR052W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR053C"	"CUP1-1"	"CUP1"	"metallothionein"	"CUP1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR054C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR054W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR055C"	"CUP1-2"	"CUP1"	"metallothionein"	"CUP1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR056C"	"RSC30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR056W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR057C"	"CPR2"	"CYP2"	"peptidylprolyl"	"isomerase"	"CPR2"	""	""	""	""	""	""	""	""	""	""	""
"YHR058C"	"MED6"	"mediator"	"complex"	"subunit"	"MED6"	""	""	""	""	""	""	""	""	""	""	""
"YHR059W"	"FYV4"	"mS41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR060W"	"VMA22"	"CEV1"	"VPH6"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR061C"	"GIC1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR062C"	"RPP1"	"RNA-binding"	"RNA"	"processing"	"protein"	"RPP1"	""	""	""	""	""	""	""	""	""	""
"YHR063C"	"PAN5"	"2-dehydropantoate"	"2-reductase"	"PAN5"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR063W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR064C"	"SSZ1"	"PDR13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR065C"	"RRP3"	"RNA-dependent"	"ATPase"	"RRP3"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR066W"	"SSF1"	"rRNA-binding"	"ribosome"	"biosynthesis"	"protein"	""	""	""	""	""	""	""	""	""	""	""
"YHR067W"	"HTD2"	"hydroxyacyl-thioester"	"dehydratase"	"HTD2"	"RMD12"	""	""	""	""	""	""	""	""	""	""	""
"YHR068W"	"DYS1"	"deoxyhypusine"	"synthase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR069C"	"RRP4"	"exosome"	"non-catalytic"	"core"	"subunit"	"RRP4"	""	""	""	""	""	""	""	""	""	""
"YHR069C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR070C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR070W"	"TRM5"	"tRNA"	"(guanine)"	"methyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR071C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR071W"	"PCL5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR072W"	"ERG7"	"lanosterol"	"synthase"	"ERG7"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR072W-A"	"NOP10"	"snoRNP"	"complex"	"protein"	"NOP10"	""	""	""	""	""	""	""	""	""	""	""
"YHR073C-B"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR073W"	"OSH3"	"oxysterol-binding"	"protein"	"related"	"protein"	"OSH3"	""	""	""	""	""	""	""	""	""	""
"YHR073W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR074W"	"QNS1"	"glutamine-dependent"	"NAD(+)"	"synthetase"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR075C"	"PPE1"	"carboxylesterase-mitochondrial"	"37S"	"ribosomal"	"protein"	"YmS2"	"MRPS2"	"YmS2"	""	""	""	""	""	""	""	""
"YHR076W"	"PTC7"	"type"	"2C"	"protein"	"phosphatase"	"PTC7"	""	""	""	""	""	""	""	""	""	""
"YHR077C"	"NMD2"	"IFS1"	"SUA1"	"SUP111"	"UPF2"	""	""	""	""	""	""	""	""	""	""	""
"YHR078W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR079C"	"IRE1"	"bifunctional"	"endoribonuclease/protein"	"kinase"	"IRE1"	"ERN1"	""	""	""	""	""	""	""	""	""	""
"YHR079C-A"	"SAE3"	"YHR079BC"	"YHR079C-B"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR080C"	"LAM4"	"LTC3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR081W"	"LRP1"	"RRP47"	"YC1D"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR082C"	"KSP1"	"putative"	"serine/threonine"	"protein"	"kinase"	"KSP1"	""	""	""	""	""	""	""	""	""	""
"YHR083W"	"SAM35"	"FMP20"	"SAM"	"complex"	"subunit"	"SAM35"	"TOB38"	"TOM38"	""	""	""	""	""	""	""	""
"YHR084W"	"STE12"	"homeodomain"	"family"	"transcription"	"factor"	"STE12"	""	""	""	""	""	""	""	""	""	""
"YHR085W"	"IPI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR086W"	"NAM8"	"MRE2"	"MUD15"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR086W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR087W"	"RTC3"	"HGI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR088W"	"RPF1"	"rRNA-binding"	"ribosome"	"biosynthesis"	"protein"	"RPF1"	""	""	""	""	""	""	""	""	""	""
"YHR089C"	"GAR1"	"H/ACA"	"snoRNP"	"pseudouridylase"	"subunit"	"GAR1"	""	""	""	""	""	""	""	""	""	""
"YHR090C"	"YNG2"	"EAF4"	"histone"	"acetyltransferase"	"YNG2"	"NBN1"	""	""	""	""	""	""	""	""	""	""
"YHR091C"	"MSR1"	"arginine--tRNA"	"ligase"	"MSR1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR092C"	"HXT4"	"hexose"	"transporter"	"HXT4"	"LGT1"	"RAG1"	""	""	""	""	""	""	""	""	""	""
"YHR093W"	"AHT1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR094C"	"HXT1"	"hexose"	"transporter"	"HXT1"	"HOR4"	""	""	""	""	""	""	""	""	""	""	""
"YHR095W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR096C"	"HXT5"	"hexose"	"transporter"	"HXT5"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR097C"	"PAL2"	"SCD1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR098C"	"SFB3"	"LST1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR099W"	"TRA1"	"histone"	"acetyltransferase"	"TRA1"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR100C"	"GEP4"	"phosphatidylglycerophosphatase"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR101C"	"BIG1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR102W"	"KIC1"	"NRK1"	"putative"	"serine/threonine"	"protein"	"kinase"	"KIC1"	""	""	""	""	""	""	""	""	""
"YHR103W"	"SBE22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR104W"	"GRE3"	"trifunctional"	"aldehyde"	"reductase/xylose"	"reductase/glucose"	"1-dehydrogenase"	"(NADP(+))"	""	""	""	""	""	""	""	""	""
"YHR105W"	"YPT35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YHR106W"	"TRR2"	"thioredoxin-disulfide"	"reductase"	"TRR2"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR107C"	"CDC12"	"CLA10"	"PSL7"	"septin"	"CDC12"	""	""	""	""	""	""	""	""	""	""	""
"YHR108W"	"GGA2"	"phosphatidylinositol"	"4-phosphate-binding"	"protein"	""	""	""	""	""	""	""	""	""	""	""	""
"YHR109W"	"CTM1"	"cytochrome"	"c"	"lysine"	"N-methyltransferase"	""	""	""	""	""	""	""	""	""	""	""
"YHR110W"	"ERP5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
